2	8300231	8302690	merged_2_8300231	1080.00654605489	-1.01551247787099	0.303864898405304	-3.34198679479085	0.000831810178957643	0.00705089097007065
2	11759956	11760565	merged_2_11759956	1697.68019148636	-2.18091529367739	0.320558392558038	-6.80348836376989	1.0211574198632e-11	3.95698500196989e-10
3	11890262	11892370	merged_3_11890262	565.625924611035	-1.40296090407496	0.385218636154397	-3.64198606298125	0.000270542723396598	0.00311863586841466
5	18064972	18066168	merged_5_18064972	379.073549760748	-6.29522409400045	0.708957124899463	-8.87955543840987	6.71281029093978e-19	5.23643077270368e-17
4	2379261	2381049	merged_4_2379261	1034.82741743829	-2.94153056037694	0.354455295043348	-8.29873499284926	1.05225795766295e-16	6.64481414005676e-15
5	13571370	13573319	merged_5_13571370	365.711029311817	-2.40479846302575	0.364058640077185	-6.60552503991089	3.9611094523327e-11	1.44133662541435e-09
3	932289	933822	merged_3_932289	883.414920501292	-3.04891469012226	0.328567100546617	-9.27942780957059	1.70391124638116e-20	1.64001457464187e-18
3	7764682	7767188	merged_3_7764682	918.601135035587	-1.08056379870654	0.301202063713341	-3.58750463189033	0.000333857803958694	0.00361899964069278
2	6970151	6979226	merged_2_6970151	16938.6169870583	-1.11790880892753	0.290217640719036	-3.85196711736002	0.000117172760079355	0.00158555203123254
3	16324957	16326783	merged_3_16324957	1086.5716471595	-3.65219647202287	0.331073733323934	-11.0313688596052	2.69727953646711e-28	5.96148727180277e-26
5	9697868	9700224	merged_5_9697868	732.751084922141	-1.51136947858534	0.334603084149949	-4.51690241416913	6.27508058997489e-06	0.000122374324904167
4	6597747	6598909	merged_4_6597747	305.06709584862	-1.86045163810969	0.359467722851315	-5.17557354900325	2.27211900151554e-07	5.57978195125267e-06
3	17842186	17843609	merged_3_17842186	4105.98659894451	-2.36927799589042	0.328794249435197	-7.20595934983769	5.76365971201327e-13	2.53834976615787e-11
3	12132317	12134554	merged_3_12132317	4644.95545439552	-1.29385815106751	0.282233765738644	-4.5843492456734	4.55402513348916e-06	9.11951173962972e-05
3	10765656	10766869	merged_3_10765656	2587.38470368578	-3.77572362806599	0.33750471300584	-11.1871730454936	4.71218418519594e-29	1.24977596111808e-26
