Cluster	clsy1234_r1	clsy1234_r2	col0_r1	col0_r2	nrpd1_3_r1	nrpd1_3_r2	NRPD1_3xF_Mut10_r1	NRPD1_3xF_Mut10_r2	NRPD1_3xF_Mut9_r1	NRPD1_3xF_Mut9_r2	NRPD1_3xF_WT2_r1	NRPD1_3xF_WT2_r2	WTSucSul_r1	WTSucSul_r2	nrpd1_49_r1	nrpd1_49_r2	nrpd1_50_r1	nrpd1_50_r2	nrpd1_51_r1	nrpd1_51_r2
merged_2_1650395	0	0	3.88	3.15	0	0	0.06	0	0.18	0.06	11.97	11.45	2.72	3.66	0	0.12	0	0.1	0	0
merged_4_17249392	0	0.29	22.54	24.17	0	0	0.16	0	0.14	0.28	45.72	41.34	61.54	60.19	0.19	0.58	0.64	1.03	0	0.21
merged_5_11961777	0	0	7.09	7.17	0	0	0	0	0.18	0	14.46	10.64	6.29	7.22	0	0	0.26	0.31	0.29	0
merged_3_15788646	0	0	4.24	4.06	0	0	0	0.08	0.15	0.3	8.88	6.16	3.61	3.99	0	0.08	0.17	0.14	0.06	0
merged_1_21824827	0	0.04	30.17	27.44	0.05	0	0	0.07	0.11	0.21	33.26	31.42	14.78	16.15	0.24	0.14	0.05	0.58	0	0.05
merged_2_5836553	0.18	0	11.3	9.76	0	0	0	0	0	0.27	10.43	9.57	2.22	2.48	0	0.19	0	0.17	0	0
merged_4_5236770	0	0.22	42.87	41.13	0	0	0.24	0	0.22	0.84	78.66	67.21	42.31	53.47	0	0	0.33	1.17	0	0.32
merged_2_5394579	0	0	2.31	2	0	0.06	0.12	0.11	0.27	0.52	3.93	4.48	5.77	6.82	0.07	0	0.4	0.68	0.09	0
merged_3_16471134	0	0	27.84	23.8	0	0	0	0	0.2	0	36.56	24.57	12.97	10.37	0	0	0	0	0	0
merged_1_12997599	0	0	3.69	3.77	0	0	0.08	0.07	0.14	0.14	5.83	5.14	1.99	1.35	0	0	0	0.13	0	0
merged_1_12328695	0	0	11.92	13	0	0	0	0	0	0	11.96	16.15	6.87	4.02	0	0	0.83	0	0	0
merged_4_11231171	0.06	0.1	15.8	14.29	0.07	0	0	0.26	0.15	0.39	58.31	61.5	15.17	12.14	0.13	0.1	0.23	0.09	0.08	0.07
merged_4_12829347	0	0	26.22	21.97	0.11	0	0.47	0	0.58	0.14	29.5	25.48	16.74	17.26	0.1	0.15	0.86	0.52	0	0
merged_1_16761570	0	0	10.45	10.94	0	0	0.53	0	0.49	0.94	31.34	24.6	9	9.59	0	0	0.48	0.29	0	0.24
merged_5_13656281	0.05	0.05	27.52	27.02	0.11	0.06	0.12	0.19	0.28	0.36	21.23	19.96	20.19	20.3	0.48	0.42	0.63	0.52	0.05	0.02
merged_5_10712954	0	0.05	2.34	2.7	0	0.06	0.05	0	0.2	0.42	5.34	5.28	3.43	3.24	0	0.1	0.22	0.35	0.08	0.07
merged_5_10930205	0.14	0.03	3.17	2.87	0.04	0.03	0.03	0.03	0.25	0.27	5.86	5.14	3.55	3.8	0.04	0.06	0.37	0.2	0	0.04
merged_2_2747429	0	0	1.71	1.67	0	0	0.03	0	0.05	0.07	4.82	3.37	3.58	3.58	0	0	0.15	0.18	0	0
merged_2_5883237	0.08	0.02	3.35	3.5	0.65	0.96	1.14	1.18	0.68	0.87	8.24	7.43	4.38	4.37	0.06	0.07	0.24	0.32	0.03	0
merged_4_10526495	0.26	0	7.11	7.93	0	0.5	0	0.11	0.42	0.2	8.36	8.56	6.59	7.79	0.14	0.42	0.62	0	0	0
merged_1_14719160	0	0	4.12	3.19	0	0	0.07	0.1	0.03	0.09	4.12	4.66	1.31	1.38	0	0	0.15	0.12	0	0
merged_4_5391654	0.05	0.04	11.7	10.43	0.06	0.05	0.17	0.08	0.19	0.15	12.24	10.38	10.83	10.55	0.1	0.08	0.29	0.27	0.06	0.06
merged_1_25613276	1.73	2.19	36.98	38.12	2.65	1.42	1.62	2.46	2.4	1.44	35.52	32.68	39.89	42.79	0.13	0.4	1.04	1.24	0.16	0.14
merged_1_13548146	0	0	31.15	30.52	0	0	0.28	0.13	0	0.13	39.45	31.28	18.07	15.6	0	0	0.97	1.4	0	0
merged_1_15559210	0	0.05	3.89	3.92	0	0	0.01	0.03	0.05	0.06	8.99	8.39	4.8	4.41	0.07	0.08	0.09	0.09	0.02	0
merged_3_12354126	0.07	0.11	21.06	18.18	0	0.27	0.18	0.12	0.45	0	28.49	25.18	8.27	8.72	0.07	0	0.25	0	0	0
merged_5_10958270	0	0	0.82	0.76	0	0	0	0.04	0.08	0	1	1.2	1.07	1	0	0.08	0.17	0.27	0	0
merged_5_20280627	0	0	19.26	20.01	0	0.51	0	0	0	0	22.25	20.86	4.17	6.48	0	0	0	0	0	0
merged_4_7149901	0	0	38.4	41.42	0.19	0.61	0.42	0.66	0.77	0.87	62.75	48.09	243.34	221.09	0.17	0.52	3.06	1.84	0.21	0
merged_3_13419078	0.02	0	2.64	2.76	0	0.02	0	0	0.02	0.09	8.51	6.74	3.19	3.58	0.04	0.03	0.05	0.17	0	0
merged_5_17088290	0	0.03	3.58	3.09	0.1	0.08	0.07	0.14	0.07	0.13	4.92	5.17	4.45	4.34	0.04	0	0.61	0.12	0.06	0
merged_2_5856119	0	0	1.37	1.63	0	0	0	0.03	0.07	0	2.79	2.98	3	2.73	0	0	0	0.35	0	0
merged_2_6544822	0.19	0.1	11.16	10.71	0.08	0.24	0.22	0.16	0.72	0.44	24.6	21.22	15.7	15.17	0.07	0	1.21	1	0.17	0.3
merged_2_10139099	0.08	0.18	17.92	19.46	0	0	0	0.13	0.37	0	2.84	3.21	17.32	15.69	0.08	0	0.37	0.77	0	0
merged_4_5537121	0.16	0	26.21	19.89	0	0	0.14	0	0.13	0	42.3	34.64	20.54	22.98	0	0	0	0.22	0	0
merged_1_23679874	0	0	18.35	14.69	0	0	0	0	0.66	0.63	35.33	33.7	2.31	6.24	0	0	0	0	0	0
merged_4_4452023	0	0	2.2	2.76	0	0.07	0.06	0	0.03	0	4.72	4.37	4.72	4.17	0.11	0.06	0.04	0	0	0.04
merged_5_26209359	0	0.41	24.53	23.96	0.06	0.34	0.13	0.3	0.5	0.32	21.94	20.81	23.82	22.55	0.16	0	0.8	1.03	0.13	0.06
merged_1_28397441	0.15	0.12	24.13	20.59	0.13	0.21	0.36	0.77	1.12	1.3	21.42	18.67	12.43	11.6	0.28	0	1.25	1.45	0.2	0.13
merged_1_12282930	0	0.21	18.55	24	0	0	0	0	0	0	42.39	34.75	14.55	12.5	0	0	0	0.77	0	0
merged_3_10942521	0.14	0.11	7	6.29	0	0	0.12	0	0	0	7.4	8.8	1.88	1.57	0	0	0	0	0	0
merged_5_11609059	0.02	0.02	6.11	5.11	0	0.02	0.15	0.14	0.16	0.28	7.23	6.4	2.47	2.15	0	0	0.29	0.17	0	0
merged_3_15439427	0.19	0	4.54	6.25	0	0	0	0	0.3	0	5.69	6.67	2.7	2.83	0.2	0	0.67	0.27	0	0.22
merged_2_2266429	0	0.11	60.52	53.9	0	0	0.16	0.04	0.38	0.11	13.89	13.74	40.68	40.73	0.1	0.15	0.62	0.41	0	0.11
merged_1_4061306	0	0.07	30.79	34.23	0.1	0.08	0.35	0	0.53	0.75	84.19	74.89	45.59	39.18	0.09	0.26	0.49	0.58	0.11	0.1
merged_1_13874684	0	0	6.75	6.62	0	0	0	0	0.13	0.2	6.11	6.04	4.85	4.02	0.11	0	0.12	0.22	0	0
merged_5_9707877	0	0.04	11.25	10.71	0.06	0	0	0.04	0.26	0.21	38.1	38.1	17.94	16.75	0.17	0	0.26	0.46	0.21	0
merged_5_17080986	0	0	10.63	9.26	0	0	0.37	0	0.23	0.22	17.44	15.24	10.26	10.65	0	0.23	0	0.2	0.18	0
merged_1_6717889	0.17	0.28	76.25	68.04	0.83	0.17	0.3	0.43	0.99	0.54	88.88	64.99	52.23	52.65	0	0.57	2.3	2.26	0.23	0
merged_1_21775613	0.02	0	16.59	15.08	0	0.02	0.06	0.05	0.02	0.12	17.73	18.24	10.2	8.91	0.28	0.07	0.16	0.35	0	0.05
merged_4_17227352	0.07	0.24	199.3	189.38	0	0	0.13	0	0.47	0.79	116.26	112.83	126.04	128.94	2.66	2.5	2.11	2.11	0	0.26
merged_3_11326532	0	0	3.65	3.74	0	0	0.06	0.16	0.21	0.26	6.52	5.68	2.65	3.43	0.07	0	0.24	0.48	0.09	0
merged_5_21027935	0.17	0.14	123.55	101.77	0.2	0.16	0	0.14	0	0.4	110.36	98.12	165.75	157.26	0.36	0.55	0.82	0	0.22	0.2
merged_1_13060075	0	0	15.86	17.1	0	0	0	0	0.14	0.27	25.02	19.74	22.07	18.23	0	0.28	0.21	0.5	0	0
merged_4_6529431	0.1	0.08	10.24	10.17	0.08	0.2	0.15	0.1	0.21	0.27	13.09	12.6	11.01	10.2	0.12	0.11	0.49	0.45	0.07	0.03
merged_1_15420142	0	0	2.79	1.61	0	0	0	0	0	0.14	2.95	2.94	2.42	1.86	0	0.15	0.22	0.26	0	0
merged_5_5155541	0.32	0	21.86	18.66	0	0	0.46	0.09	0.09	0	20.82	17.52	6.13	6.34	0	0	0	0	0	0
merged_2_465763	0.17	0	14.11	12.24	0	0.16	0.15	0	0	0	26.32	23.44	5.08	6.06	0	0	0.21	0	0	0
merged_5_14826907	0	0.04	4.79	3.87	0	0	0.09	0.08	0.12	0.04	7.22	6.42	3.25	3.15	0.05	0	0.29	0.21	0	0
merged_5_11242933	0.16	0	7.29	7.25	0	0	0	0	0	0	7.57	5.45	2.55	2.8	0	0	0.19	0.22	0	0
merged_2_1827843	0	0	2.04	2.53	0	0.03	0.1	0.02	0.02	0.05	4.27	3.91	3.59	3.2	0.06	0.1	0.04	0.17	0	0.03
merged_2_13702456	0	0.58	226.75	239.3	0	0.69	0	0	0	0	0	0	374.9	447.81	0.77	1.17	3.46	0	0.95	0.85
merged_5_20526752	0.21	0.11	59.3	59.5	0	0	0.12	0	0.11	0.27	91.9	77.28	14.46	15.56	0.08	0	0.25	0.1	0	0.08
merged_4_4081649	0	0	2.27	4.29	0	0	0	0	0.11	0	7.74	6.78	3.42	2.37	0	0	0.33	0.2	0	0
merged_3_18982672	0.2	0.16	26.67	25.21	0	0	0	0	0	0.31	33.23	30.14	16.92	18.14	0	0	0	0.85	0	0
merged_1_18598857	0.84	1.24	46.07	35.95	0.83	1.47	1.84	2.09	0.34	1.09	23.54	21.53	15.03	16.59	1.95	2.05	3.53	3.03	0.55	1.81
merged_3_11288069	0.05	0.47	145.24	149.47	0.06	0	0.09	0.08	0.24	0.3	63.61	58.02	260.13	225.68	5.46	5.58	4.36	3.74	0.39	0.35
merged_1_16072498	0.06	0.1	3.67	3.15	0	0	0.05	0.1	0.1	0.05	11.29	10.46	4.09	2.97	0.06	0	0	0.17	0	0.07
merged_1_14388598	0.04	0.03	2.57	2.27	0	0	0	0	0	0.03	5.14	4.47	3.9	4.12	0.04	0.17	0.25	0.05	0	0
merged_5_19912633	0	0	9.39	8.06	0	0	0	0	0	0	9.29	7.89	3.98	5.04	0	0	0	0	0	0
merged_4_4027912	0	0	1.42	1.64	0	0	0	0	0.01	0.08	3.11	2.71	1.92	1.87	0.03	0.05	0.16	0.04	0	0
merged_5_13133982	0	0	6.88	5.68	0	0	0	0	0	0.22	13.33	12.89	4.6	5.35	0.15	0	0	0	0	0.16
merged_4_7886701	0	0.14	6.79	5.69	0.21	0.17	0	0.29	0.14	0	13.52	14.42	8.31	7.86	0	0	0.21	0	0	0
merged_2_7419902	0	0.26	9.27	10.47	0.19	0.16	0.14	0.14	0	0.13	12.74	9.09	10.61	6.82	0	0	0	0.47	0.21	0.57
merged_5_10530358	0.16	0.06	27.82	23.8	0	0	0.21	0.07	0	0.31	23.22	21.3	16.51	14.31	0	0	0.48	0	0	0
merged_2_4025392	0.18	0	9.65	8.48	0.11	0	0	0	0.14	0.21	11.65	11.4	7.7	5.51	0	0	0.64	0.64	0	0.1
merged_4_5271834	0.09	0.19	11.87	12.47	0.06	0.04	0.12	0.12	0.3	0.18	18.08	17.46	8.19	7.57	0.05	0	0.79	0.27	0	0.05
merged_1_12365681	0	0	22.73	20.01	0	0	0.12	0	0.12	0.33	28.83	30.73	7.9	9.39	0	0	0	0	0	0
merged_5_14396489	0	0	4.62	5.62	0	0	0	0	0.3	0	17.73	11.66	27.66	20.54	0	0	1.12	0.27	0	0
merged_1_14208651	0	0	2.24	2.99	0	0	0	0	0.11	0	6.77	5.61	5.65	6.45	0.15	0.11	0.25	0.2	0	0
merged_5_11246989	0.03	0	7.24	5.6	0	0.03	0	0	0.12	0	4.75	4.58	3.05	2.31	0	0	0.14	0.04	0	0
merged_4_4910734	0	0	1.84	1.87	0	0	0	0	0.1	0	3.8	2.99	2.28	1.46	0	0	0	0	0	0
merged_3_10978069	0.15	0.17	11.57	10.74	0.03	0.06	0.04	0.19	0.61	0.85	16.11	14.8	11.99	10.42	0.07	0.07	0.88	0.79	0.03	0.05
merged_3_9231473	0	0.11	21.87	22.24	0.11	0.17	0.04	0.19	0.07	0.17	12.55	11.93	15.39	16.01	0	0	0.32	0.45	0.12	0.11
merged_2_17256206	0	0.06	46.99	49.47	0	0.07	0.3	0.17	0.72	0.37	29.75	28.54	75.12	76.05	1.54	1.56	2.38	2.37	0	0.08
merged_2_1497699	0.34	0.27	24.32	25.47	0	0	0	0.28	0	0	37.82	35.83	9.95	11.65	0	0	0	0	0	0.39
merged_3_17275716	0	0	18.14	16.49	0	0	0.31	0.15	0.43	0.14	29.75	23.03	3.48	5.23	0	0	0	0	0	0
merged_4_177136	0	0.1	3.4	2.23	0	0	0	0.41	0.1	0	6.68	6.25	2.75	2.31	0.13	0.4	0.44	0.35	0.16	0.14
merged_3_15415276	0	0	2.27	2.45	0	0.02	0.02	0.03	0.03	0.11	4.81	3.8	2.78	2.84	0.11	0.17	0.07	0.06	0.03	0.02
merged_2_1221344	0.05	0.04	47.68	47	0.05	0.04	0.08	0	0.07	0.14	57.24	55.25	35.41	38.62	0.39	0.15	0.11	0.26	0	0.05
merged_1_18905107	1.21	0.46	287.53	263.68	0	0.1	0.06	0.12	0.89	0.28	44.06	37.07	119.48	101.46	0.15	0.58	0.26	0.1	0.19	0.17
merged_4_2107416	0	0	2.99	3.98	0	0	0.07	0	0	0.07	3.69	3.55	4.15	4.24	0.14	0.07	0.05	0	0	0
merged_1_16625504	0	0.01	6.06	5.6	0.03	0	0.05	0.03	0.15	0.15	9.25	8	9.03	8.53	0.05	0.04	0.24	0.31	0	0.03
merged_4_9357037	0.42	0.23	176.57	181.59	0.5	0	0.37	0	0.57	0.98	228.49	205.37	328.31	400.49	0.3	0.23	1.69	2.44	0.19	0.17
merged_2_3030185	0.03	0	1.38	1.98	0	0.03	0.06	0.08	0.05	0.16	2.29	2.43	1.4	1.64	0	0	0.24	0.24	0	0
merged_5_15119077	0.14	0.06	12.82	12.82	0.17	0.07	0.18	0.12	0.45	0.38	16.26	14.37	19.53	18.41	0.07	0.11	1.25	0.4	0.09	0
merged_1_20226442	0.34	0	81.69	79.18	0.2	0.48	0.3	0.56	0.96	1.31	105.57	95.91	77.16	75.15	0.18	0.27	1.62	1.95	0	0
merged_4_9146193	0.06	0.2	27.8	26.76	0.15	0.12	0	0.05	0.21	0.1	34.09	33.15	11.75	9.31	0.07	0.21	0.3	0.37	0.08	0
merged_3_8492024	0	0.12	18.86	13.66	0.18	0	0	0	0.24	0.11	20.39	18.18	12.68	13.6	0	0.24	0	0.42	0.19	0
merged_4_5718706	0.1	0.04	12.24	10.99	0	0.05	0	0.08	0	0.12	19.77	17.65	6.46	6.35	0	0	0.25	0.22	0	0
merged_1_16737669	0.11	0.13	19.83	20.95	0.26	0.21	0.14	0.09	0.39	0.42	32.07	29.78	17.18	16.99	0.06	0.09	0.52	0.54	0.21	0
merged_3_7555761	1.48	0.32	3.79	5.32	1.44	1.29	1.17	3.12	0.76	1.04	7.53	5.06	1.42	1.94	0.29	0.87	0.48	0.77	0.53	0.32
merged_2_3013443	0.13	0.15	22.41	20.82	0.11	0.05	0.76	1.18	1.43	1.75	26.32	22.1	10.43	10.72	0.33	0.25	1.69	1.26	0.05	0.11
merged_5_10274478	0	0.11	8.11	8.36	0	0	0.06	0.05	0.11	0.26	12.12	9.75	9.92	11.41	0.07	0	0	0.09	0	0.08
merged_5_22674915	0.09	0.15	142.52	136.05	0.11	0.09	0.16	0.23	0.49	0.68	156.96	157.88	93.6	95.69	2.38	2.56	4	3.8	0.24	0.11
merged_5_9937736	0.14	0.13	13.05	12.61	0.1	0.13	0.28	0.28	0.55	0.48	17.56	14.57	11.46	10.77	0.09	0.1	0.43	0.43	0.03	0.07
merged_1_14348719	0	0	1.71	1.63	0	0	0	0	0.05	0	3.08	3.18	3.98	3.44	0.33	0	0.3	0	0	0
merged_4_6367441	0	0	18.75	18.65	0	0.2	0	0.17	0	0.32	18.24	17.37	12.61	11.28	0	0	0.5	0	0	0
merged_3_10460849	0.08	0.08	14.54	14.57	0.02	0.12	0.07	0.16	0.27	0.41	17.98	15.58	17.4	16	0.07	0.14	0.48	0.44	0.09	0.07
merged_5_7645808	0.26	0.62	17.12	14.2	0	0.24	0.22	0	0	0.2	21.57	23.44	14.32	13.31	0.82	0	0.31	0.37	0	0
merged_5_13623258	0.07	0	6.5	6.61	0	0	0.06	0.11	0.06	0.16	12.42	11.67	8.15	6.19	0	0.11	0	0.1	0	0
merged_3_12107997	0	0	4.78	3.5	0	0	0.07	0.07	0.1	0.13	7.2	7.09	2.87	2.24	0	0	0.2	0	0	0
merged_4_7040764	0.15	0.12	54.07	47.28	0.12	0.09	0.6	0.61	1.4	1.34	42.14	37.83	26.48	28.03	0.48	0.4	2.37	2.06	0.06	0.06
merged_4_3372296	0.04	0.02	1.78	2.07	0	0.09	0.05	0.05	0.03	0.06	3.44	2.65	3.09	3.13	0.02	0.06	0.05	0.09	0	0.05
merged_4_11832116	0.05	0.26	105.39	104.39	0	0.16	0.09	0.04	0.18	0.13	36.9	36.34	131.99	121.25	3.19	2.46	0.78	1.56	0.14	0.13
merged_2_3615085	0.13	0.09	9.7	11.51	0.05	0.12	0.19	0.07	0.57	0.6	19.02	17.39	22.73	23.56	0.14	0.17	1.31	1.14	0.17	0.13
merged_1_18493519	0	0.25	81.92	64.98	0	0	0	0	0.08	0.16	63.09	54.33	24.73	24.51	0	0	0.12	0.45	0.14	0.12
merged_4_2161298	0	0	1.68	1.72	0	0	0	0	0.21	0.14	4.06	3.99	2.69	3.02	0	0	0	0	0	0
merged_4_16929193	1.23	0.56	71.64	71.32	0.21	0	1.07	0.14	0.28	0.81	70.42	61.45	25.44	25.52	0.37	0.28	0	0.25	0	0.21
merged_4_6216399	0	0	27.63	22.95	0	0.44	0.2	0.19	0	0.35	31.52	30.93	17.28	16.32	0	0	0.27	0	0	0.27
merged_1_16658271	0	0.29	72.22	70.93	0	0	0.16	0	0	0.41	13	12.14	41.48	35.77	0	0	0.21	0.51	0	0.21
merged_1_3762109	0	0	9.21	7.08	0	0	0	0	0	0	11.92	9.64	12.94	10.91	0	0	0.16	0.19	0	0
merged_2_4459577	0	0	3.09	2.74	0	0	0.08	0.11	0.33	0.25	5.21	4.02	4.82	4.3	0	0	0.93	0.92	0	0
merged_4_2207908	0.09	0	5.26	4.95	0	0	0	0.22	0	0.13	8.4	7.33	2.62	2.5	0	0	0.1	0	0	0.1
merged_3_15938484	0.16	0.13	7.81	8.3	0	0	0	0	0.26	0	10.9	8.66	14.97	15.6	0	0	0.19	0.47	0	0.19
merged_5_14300412	0	0.11	17.16	19.81	0.16	0	0.12	0.18	0.75	0.76	25.73	22.34	17.22	17.84	0	0.14	0.69	0.45	0.06	0
merged_1_25179974	0.23	0.19	39.12	27.17	0.14	0	0.51	0.97	1.42	1.09	45.14	38.77	8.9	9.35	0	0	2.1	1.01	0	0
merged_3_8757480	0.11	0	49.64	52.44	0	0.22	0.2	0	0.36	0.09	78.91	67.41	29.44	31.58	0	0	0	0	0	0
merged_5_15333748	0.03	0.04	16.56	15.55	0.01	0.04	0.07	0.13	0.24	0.23	16.1	13.33	21.95	21.19	0.17	0.14	0.71	0.54	0.01	0.04
merged_4_3575764	0	0	2.56	2.33	0	0	0	0	0	0.07	3.95	2.79	3.09	2.99	0.03	0	0.04	0.18	0.04	0
merged_2_4911051	0	0.02	1.13	1.2	0.02	0	0	0.03	0.05	0.04	2.59	2.53	1.6	1.18	0.02	0	0.09	0.03	0	0
merged_5_10531190	0	0	20.12	15.78	0	0	0.28	0.44	0.43	0.33	19.72	14.45	5.47	5.85	0.11	0	0.38	0.3	0	0
merged_2_1629307	0.06	0.07	7.79	7.69	0.07	0.08	0.09	0.13	0.17	0.2	11.03	10.3	9.44	9.64	0.08	0.12	0.37	0.35	0.04	0.01
merged_5_14437590	0	0	16.75	18.52	0.22	0	0.16	0	0.15	0.58	38.74	28.82	61.59	59.97	0	0.31	0.9	0.81	0.25	0
merged_4_1962847	0	0	3.05	2.85	0	0	0	0	0.09	0.25	3.96	3.12	4.2	3.36	0	0	0.26	0.31	0	0
merged_2_3901025	0.06	0.23	0.9	0.99	0.14	0	0.05	0.19	0.09	0.27	2.8	1.97	1.34	1.05	0.06	0.09	0.07	0.08	0.08	0
merged_4_4796603	0.09	0.11	14.02	11.9	0.05	0.08	0.12	0.07	0.86	0.68	16.82	15.38	10.98	11.1	0	0	0.74	1.08	0.06	0.1
merged_2_2547766	0.02	0.01	5.72	5.8	0.04	0.03	0.17	0.07	0.2	0.27	7.99	7.3	4.76	4.94	0	0.06	0.36	0.38	0	0
merged_5_10405190	0.1	0	17.24	15.75	0.06	0.09	0.21	0.2	0.24	0.41	21.46	19.08	5.2	6.59	0.1	0	0.23	0.49	0	0.06
merged_4_5013756	0.2	0	6.59	6.06	0	0	0.09	0.17	0.24	0.47	7.61	7.29	1.85	1.38	0	0	0.24	0.43	0	0.12
merged_5_23654717	0	0	23.96	28.16	0	0	0	1.09	0.35	0	35.94	32.69	29.11	21.51	0	0	0	0	0	0
merged_2_9821740	0	0	11.69	12.75	0	0	0	0	0	0.18	8.45	10.41	4.94	5.42	0.49	0	0	0	0.6	0
merged_4_6304267	0.07	0	13.85	10.25	0	0.14	0.06	0.12	0.06	0	5.44	4.72	2.72	3.62	0	0	0.18	0	0	0
merged_3_11671243	0	0	34.1	30.6	0	0	0.25	0	0.23	0.89	74.44	56.8	98.69	89.73	0	0.46	2.06	0.82	0	0
merged_1_13494605	0	0	5.88	5.28	0	0.11	0.03	0	0.1	0.25	7.64	7.04	4.07	5.24	0	0.13	0.1	0.17	0	0
merged_4_8899622	0	0	10.95	8.42	0.18	0	0	0	0.13	0	17.17	12.91	7.23	8.94	0	0	0.74	0	0.41	0
merged_4_8767884	0.18	0	5.97	3.62	0	0.18	0	0.15	0.15	0.14	9.03	9.65	1.33	3.04	0	0	0	0.26	0	0
merged_1_6615287	0	0.22	6.99	4.03	0.16	0.13	0.71	0.11	0	0.63	11	10.15	5.28	3.63	0.15	0.22	0.98	0.59	0.18	0
merged_5_14498223	0	0.12	3.72	4.09	0	0	0.13	0	0.35	0.11	7.78	6.92	4.33	4.03	0	0	0	0	0	0
merged_2_13559878	0.19	0.15	29.38	25.26	0.23	0	0	0	0.08	0.15	27.02	25.82	10.09	11.75	0.1	0	0.79	0	0.12	0.11
merged_3_13652344	0	0	4.17	5.84	0	0.11	0	0	0	0.18	6.74	8.59	7.3	5.8	0.38	0.19	0	0	0	0.14
merged_4_2890276	0	0.01	3.6	3.97	0.02	0.02	0.01	0.01	0.08	0.05	4.98	4.47	5.89	5.6	0.37	0.19	0.29	0.31	0	0
merged_2_2041009	0.05	0.01	3.61	3.74	0.01	0	0.07	0.1	0.13	0.14	6.82	5.96	3.69	3.79	0.01	0.02	0.27	0.25	0	0.01
merged_2_1793390	0	0.06	9.54	9.55	0.13	0.07	0.06	0.15	0.15	0.42	10.85	10.31	4.7	5.34	0.12	0.06	0.52	0.42	0.1	0
merged_2_1596951	0.19	0.08	9.87	8.21	0	0	0	0.23	0.15	0.07	12.46	10.91	3.71	5.7	0.1	0	0	0	0	0
merged_5_19014777	0.15	0.25	12.5	14.36	0	0.15	0	0.13	0.12	0.36	18.13	15.91	9.85	10.04	0	0	0.18	0.22	0	0
merged_5_8715051	0.05	0.08	13.33	13.19	0.02	0.06	0.1	0.1	0.2	0.26	12.17	11.07	11.82	11.41	0.06	0.08	0.4	0.36	0.02	0.04
merged_4_8308484	0	0.17	5.04	6.27	0	0	0.18	0	0	0.16	3.91	1.95	25.12	21.72	0	0.67	0.75	0.3	0	0
merged_5_15360816	0	0	7.44	7.77	0.12	0	0.86	0.73	0.8	1.75	12.64	10.66	2.33	2.13	0	0	0.71	0.28	0	0.12
merged_3_17143528	0.12	0.2	10.2	11.24	0	0.24	0.11	0	0.3	0	14.73	11.58	4.35	5.04	0	0	0.3	0	0	0
merged_4_3855079	0	0	1.42	1.47	0	0	0	0	0	0	2.24	1.84	1.43	1.71	0	0	0.12	0.07	0	0
merged_4_1312570	0.02	0.05	1.93	1.89	0	0.04	0.07	0.02	0.08	0.08	3.04	2.55	2.11	2.19	0.02	0	0.14	0.17	0	0
merged_1_15191428	0	0	4.57	4.06	0	0	0.08	0.07	0.07	0.13	6.27	5.51	3.83	3.45	0.19	0.14	0	0.25	0	0
merged_4_8959391	0.19	0.19	30.34	26.24	0.11	0.41	0	0.16	0.04	0.11	10.93	9.68	9.59	9.32	0.1	0	0.86	0.34	0.25	0.06
merged_2_12320467	0	0	31.8	30.75	0	0	0	0	0.21	0.2	35.28	30.14	15.46	19.06	0	0	0	0	0	0
merged_2_6329544	0.02	0.04	4.71	4.65	0.05	0	0.04	0.04	0.14	0.03	7.49	6	6.01	6.43	0.07	0.21	0.16	0.16	0	0
merged_1_17091360	0	0.13	23.8	23.43	0	0.04	0.14	0.13	0.16	0.24	17.89	17.12	17.6	14.7	0.13	0.06	0.43	0.34	0.26	0.05
merged_2_16972509	0.05	0.07	13.56	15.29	0.11	0.09	0.36	0.19	0.19	0.4	11.13	9.8	12.06	10.52	0.1	0	0.17	0.13	0.06	0.11
merged_1_16581442	0.01	0.02	6.99	7.11	0	0.01	0.06	0.08	0.13	0.18	11.65	10.32	7.65	7.04	0.15	0.05	0.37	0.29	0.04	0.02
merged_2_1295410	0	0	10.78	10.48	0	0	0	0.13	0.3	0.08	10.46	9.09	5.86	6.05	0	0	0	0.15	0	0
merged_2_2687501	0	0	1.87	1.69	0	0	0	0.04	0.04	0.12	3.31	3.96	2.49	2.55	0.05	0	0.12	0.15	0	0
merged_2_8077680	0.19	0.15	20.69	18.99	0	0.18	0	0.48	0.31	0.3	17.56	18.55	13.01	8.87	0	0	0.69	0.28	0	0
merged_4_4036422	0	0	3.62	4.1	0	0	0	0	0	0	4.56	3.44	5.62	4.62	0.33	0.25	0	0	0	0
merged_3_17310858	0.13	0	38.9	33.34	0	0	0	0	0	0.1	50.51	39.77	44.36	45.41	0.14	0	1.24	0.56	0	0.3
merged_2_7844366	0	0.09	50.77	50.79	0	0.11	0.1	0.19	0.18	0	71.67	59.33	44.51	39.51	0.24	0	0.41	0.33	0.15	0
merged_1_11131590	0.14	0	16.47	14.76	0	0	0.06	0	0.17	0.21	23.71	20.54	16.01	19.1	0.15	0	0.08	0.49	0.09	0
merged_5_14627736	0.05	0.12	8.44	8.11	0.24	0.05	0.04	0.21	0.33	0.16	17.81	16.28	7	6.08	0	0.16	0.73	0.65	0	0.18
merged_5_7430710	0.29	0	31.13	25.06	0.23	0.18	0.34	0.08	0.31	0.37	35.3	30.12	33.13	30.84	0	0	0.35	0.56	0	0.11
merged_1_11981066	0	0.41	40	28.01	0	0	0.45	0	0	0	46.07	41.57	11.41	8.47	0	0	0	0	0	0
